platform,day_of_the_week,post_type,impressions,hashtag,hastages_category,number_of_hastage,unnamed:_11,performance_binary,day_code,hour,time_code,hashtag_count,post_type_code,platform_code
Linkedin,4,image,286,#RealEstateMarketing #PropertySales #MarketingStrategy #Graphura #BrandingSolutions #digitalmarketing,Business & Marketing,6,,0,3,0,0,6,2,1
Linkedin,3,image,279,#ContentCreation #ScriptWriting #Graphura #DigitalCreatives #Storytelling #BrandGrowth,Business & Marketing,6,,1,2,0,0,6,2,1
Linkedin,2,image,230,#Graphura #EthnicFashion #BrandIdentity #FashionMarketing #CreativeAgency #DigitalBranding #ContentStrategy #FashionBusiness #EthnicWear #BrandGrowth #DesignAgency #SocialMediaBranding,Business & Marketing,12,,0,1,0,0,12,2,1
Linkedin,1,image,275,#GraphuraIndia #Jewellery #CreativeDesign #BrandingAgency #VisualExcellence #LuxuryVisuals #DesignStudio #DigitalCreatives,Business & Marketing,8,,0,0,0,0,8,2,1
Linkedin,7,image,227,#ContentStrategy #DigitalMarketing #BrandGrowth #SocialMediaTips #MarketingEssentials #Graphura #contentmarketingagency,Business & Marketing,7,,1,6,0,0,7,2,1
Linkedin,5,image,312,"#HappyChildrensDay #CreativeMindset #ThinkLikeAChild
#CreativityUnlocked #freshIdeas #GraphuraInternship #YouthEnergy
#ExploreWithGraphura #SkillUpWithGraphura",Environment & Sustainability,7,,0,4,0,0,9,2,1
Linkedin,4,image,277,#Graphura #VideoEditing #CreativeExperts #DigitalStorytelling #ContentCreation #VideoVisionaries,Business & Marketing,6,,0,3,0,0,6,2,1
Linkedin,2,image,239,#Graphura #SkinCareEssentials #GlowWithGraphura #BoldSkinCare #RadiantSkin #DesignLeadBeauty,Business & Marketing,6,,0,1,0,0,6,2,1
Linkedin,6,image,203,"#Graphura #DesignYourBrand #CreativeDesigns #LogoDesign #PosterDesign #FlyerDesign #BusinessBranding

",Business & Marketing,7,,1,5,0,0,7,2,1
Linkedin,1,image,272,#Graphura #DigitalMarketing #SEO #KeywordsMatter #BrandVisibility #OnlineGrowth,Business & Marketing,6,,1,0,0,0,6,2,1
Linkedin,5,image,300,,NA ,0,,0,4,0,0,0,2,1
Linkedin,3,image,271,#Graphura #WebsiteDesign #WebDevelopment #DigitalSolutions #BusinessGrowth #BrandIdentity #CreativeDesign #ProfessionalWebsites ,Business & Marketing,9,,1,2,0,0,8,2,1
Linkedin,7,image,358,#HappyKartikPurnima #Graphura #DesignForGrowth #CreativeSolutions #FestivalOfLight #CreateBold #DesignLoud,Business & Marketing,7,,1,6,0,0,7,2,1
Linkedin,5,image,368,#CafeMarketing #SocialMediaGrowth #BrewYourBrand #CafeBusiness #CoffeeLovers #BrandingStrategy #DigitalMarketing #CafeGoals #SocialMediaStrategy #GrowWithGraphura ,Business & Marketing,11,,0,4,0,0,10,2,1
